rust_path	candidates	matched_candidate	upstream_hits	docstring_parity	initial_verdict	final_verdict	notes
crates/node/cardano-node/src/run_node.rs	run_node|node	node	.reference-haskell-cardano-node/cardano-node-capi/src/Node.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus-cardano/src/byron/Ouroboros/Consensus/Byron/Node.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus-cardano/src/ouroboros-consensus-cardano/Ouroboros/Consensus/Cardano/Node.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/cardano-node/src/startup.rs	startup	startup	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Startup.hs;.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Tracing/Tracers/Startup.hs;.reference-haskell-cardano-node/cardano-node/src/Cardano/Tracing/Startup.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/config/src/path_resolve.rs	path_resolve|resolve	resolve	.reference-haskell-cardano-node/bench/cardano-timeseries-io/src/Cardano/Timeseries/Elab/Resolve.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/config/src/upstream_pins.rs	upstream_pins|pins	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/ntc-server/src/accept.rs	accept	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/ntc-server/src/sessions.rs	sessions	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/block_producer_config.rs	block_producer_config|config	config	.reference-haskell-cardano-node/bench/cardano-timeseries-io/src/Cardano/Timeseries/Interp/Config.hs;.reference-haskell-cardano-node/cardano-node/src/Cardano/Tracing/Config.hs;.reference-haskell-cardano-node/cardano-testnet/test/cardano-testnet-golden/Cardano/Testnet/Test/Golden/Config.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/block_producer_loop.rs	block_producer_loop|loop	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/bootstrap.rs	bootstrap	bootstrap	.reference-haskell-cardano-node/deps/cardano-ledger/eras/shelley/test-suite/src/Test/Cardano/Ledger/Shelley/Address/Bootstrap.hs;.reference-haskell-cardano-node/deps/cardano-ledger/libs/cardano-ledger-core/src/Cardano/Ledger/Keys/Bootstrap.hs;.reference-haskell-cardano-node/deps/ouroboros-network/cardano-diffusion/api/lib/Cardano/Network/PeerSelection/Bootstrap.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/cm_actions.rs	cm_actions|actions	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/forge.rs	forge	forge	.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus-cardano/src/byron/Ouroboros/Consensus/Byron/Ledger/Forge.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus-cardano/src/shelley/Ouroboros/Consensus/Shelley/Ledger/Forge.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus-cardano/src/unstable-byronspec/Ouroboros/Consensus/ByronSpec/Ledger/Forge.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/governor_config.rs	governor_config|config	config	.reference-haskell-cardano-node/bench/cardano-timeseries-io/src/Cardano/Timeseries/Interp/Config.hs;.reference-haskell-cardano-node/cardano-node/src/Cardano/Tracing/Config.hs;.reference-haskell-cardano-node/cardano-testnet/test/cardano-testnet-golden/Cardano/Testnet/Test/Golden/Config.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/governor_loop.rs	governor_loop|loop	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/keep_alive.rs	keep_alive|alive	keep_alive	.reference-haskell-cardano-node/deps/ouroboros-network/ouroboros-network/lib/Ouroboros/Network/KeepAlive.hs;.reference-haskell-cardano-node/deps/ouroboros-network/ouroboros-network/tests/lib/Test/Ouroboros/Network/KeepAlive.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/ledger_judgement.rs	ledger_judgement|judgement	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/ledger_peer_source.rs	ledger_peer_source|source	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/mempool_helpers.rs	mempool_helpers|helpers	helpers	.reference-haskell-cardano-node/deps/cardano-base/cardano-binary/testlib/Test/Cardano/Binary/Helpers.hs;.reference-haskell-cardano-node/deps/cardano-ledger/libs/cardano-ledger-binary/testlib/Test/Cardano/Ledger/Binary/Vintage/Helpers.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/untyped-plutus-core/testlib/Evaluation/Helpers.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/peer_management.rs	peer_management|management	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/peer_session.rs	peer_session|session	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/reconnecting.rs	reconnecting	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/reconnecting_sync.rs	reconnecting_sync|sync	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/sync_session.rs	sync_session|session	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/tracing.rs	tracing	tracing	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Tracing.hs;.reference-haskell-cardano-node/deps/ouroboros-network/ouroboros-network/framework/tracing/Network/Mux/Tracing.hs;.reference-haskell-cardano-node/deps/ouroboros-network/ouroboros-network/tracing/Network/Mux/Tracing.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/runtime/src/tx_submission_service.rs	tx_submission_service|service	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/sync/src/block_fetch.rs	block_fetch|fetch	block_fetch	.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus-diffusion/test/consensus-test/Test/Consensus/PeerSimulator/BlockFetch.hs;.reference-haskell-cardano-node/deps/ouroboros-network/ouroboros-network/lib/Ouroboros/Network/BlockFetch.hs;.reference-haskell-cardano-node/deps/ouroboros-network/ouroboros-network/tests/lib/Test/Ouroboros/Network/BlockFetch.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/sync/src/blockfetch_worker.rs	blockfetch_worker|worker	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/sync/src/chain_sync.rs	chain_sync|sync	chain_sync	.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus-diffusion/test/consensus-test/Test/Consensus/PeerSimulator/ChainSync.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/sync/src/chainsync_worker.rs	chainsync_worker|worker	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/sync/src/error.rs	error	error	.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Crypto/BLS12_381/Error.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Error.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Evaluation/Error.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/sync/src/shelley_decoders.rs	shelley_decoders|decoders	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/tracer/src/metrics_server.rs	metrics_server|server	server	.reference-haskell-cardano-node/cardano-tracer/src/Cardano/Tracer/Acceptors/Server.hs;.reference-haskell-cardano-node/deps/dmq-node/dmq-node/src/DMQ/Protocol/LocalMsgNotification/Server.hs;.reference-haskell-cardano-node/deps/dmq-node/dmq-node/src/DMQ/Protocol/LocalMsgSubmission/Server.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/tracer/src/trace_forwarder/bearer.rs	bearer	bearer	.reference-haskell-cardano-node/deps/ouroboros-network/network-mux/src/Network/Mux/Bearer.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/tracer/src/trace_forwarder/egress.rs	egress	egress	.reference-haskell-cardano-node/deps/ouroboros-network/network-mux/src/Network/Mux/Egress.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/tracer/src/trace_forwarder/event_builder.rs	event_builder|builder	builder	.reference-haskell-cardano-node/deps/plutus/plutus-ledger-api/testlib/PlutusLedgerApi/Test/ScriptContextBuilder/Builder.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/tracer/src/trace_forwarder/forwarding_task.rs	forwarding_task|task	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/tracer/src/trace_forwarder/handshake.rs	handshake	handshake	.reference-haskell-cardano-node/deps/ouroboros-network/ouroboros-network/api/lib/Ouroboros/Network/Handshake.hs;.reference-haskell-cardano-node/deps/ouroboros-network/ouroboros-network/framework/lib/Ouroboros/Network/Protocol/Handshake.hs	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/tracer/src/trace_forwarder/handshake_driver.rs	handshake_driver|driver	driver	.reference-haskell-cardano-node/deps/kes-agent/kes-agent/src/Cardano/KESAgent/Protocols/Control/V0/Driver.hs;.reference-haskell-cardano-node/deps/kes-agent/kes-agent/src/Cardano/KESAgent/Protocols/Control/V1/Driver.hs;.reference-haskell-cardano-node/deps/kes-agent/kes-agent/src/Cardano/KESAgent/Protocols/Control/V2/Driver.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/tracer/src/trace_forwarder/layer.rs	layer	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/tracer/src/trace_forwarder/mini_protocol.rs	mini_protocol|protocol	protocol	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Protocol.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/byron/ledger/impl/src/Cardano/Chain/Byron/API/Protocol.hs;.reference-haskell-cardano-node/deps/kes-agent/kes-agent/src/Cardano/KESAgent/Protocols/Control/V0/Protocol.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/tracer/src/trace_forwarder/mux.rs	mux	mux	.reference-haskell-cardano-node/deps/ouroboros-network/network-mux/src/Network/Mux.hs;.reference-haskell-cardano-node/deps/ouroboros-network/network-mux/test/Test/Mux.hs;.reference-haskell-cardano-node/deps/ouroboros-network/ouroboros-network/framework/lib/Ouroboros/Network/Mux.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/tracer/src/trace_forwarder/mux_connection.rs	mux_connection|connection	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/node/tracer/src/trace_forwarder.rs	trace_forwarder|forwarder	forwarder	.reference-haskell-cardano-node/cardano-tracer/demo/multi/forwarder.hs;.reference-haskell-cardano-node/cardano-tracer/demo/ssh/forwarder.hs;.reference-haskell-cardano-node/cardano-tracer/test/Cardano/Tracer/Test/Forwarder.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/plutus/src/builtins.rs	builtins	builtins	.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/examples/PlutusCore/Examples/Builtins.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Default/Builtins.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-ir/src/PlutusIR/Analysis/Builtins.hs...	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/plutus/src/cost_model/costing_fun.rs	costing_fun|fun	-	-	yes(strict-mirror)	no_candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/plutus/src/cost_model/ex_memory_usage.rs	ex_memory_usage|usage	ex_memory_usage	.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Evaluation/Machine/ExMemoryUsage.hs	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/plutus/src/cost_model/step.rs	step	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/plutus/src/cost_model.rs	cost_model|model	model	.reference-haskell-cardano-node/bench/cardano-profile/src/Cardano/Benchmarking/Profile/Builtin/Model.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/byron/ledger/impl/testlib/Test/Cardano/Chain/Block/Model.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/byron/ledger/impl/testlib/Test/Cardano/Chain/Delegation/Model.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/plutus/src/error.rs	error	error	.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Crypto/BLS12_381/Error.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Error.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Evaluation/Error.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/plutus/src/flat/default_universe.rs	default_universe|universe	universe	.reference-haskell-cardano-node/deps/cardano-ledger/libs/cardano-data/src/Data/Universe.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Default/Universe.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/Universe.hs	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/plutus/src/flat/instance_flat.rs	instance_flat|flat	flat	.reference-haskell-cardano-node/bench/cardano-timeseries-io/src/Cardano/Timeseries/Store/Flat.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/flat/src/PlutusCore/Flat.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/flat/test/Test/Data/Flat.hs...	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/plutus/src/flat.rs	flat	flat	.reference-haskell-cardano-node/bench/cardano-timeseries-io/src/Cardano/Timeseries/Store/Flat.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/flat/src/PlutusCore/Flat.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/flat/test/Test/Data/Flat.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/plutus/src/machine.rs	machine	-	-	yes(strict-mirror)	no_candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/plutus/src/types/cek_internal.rs	cek_internal|internal	internal	.reference-haskell-cardano-node/deps/bech32/bech32/src/Codec/Binary/Bech32/Internal.hs;.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/src/Cardano/Crypto/DSIGN/BLS12381/Internal.hs;.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/src/Cardano/Crypto/EllipticCurve/BLS12_381/Internal.hs...	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/plutus/src/types/core_type.rs	core_type|type	type	.reference-haskell-cardano-node/deps/cardano-cli/cardano-cli/src/Cardano/CLI/EraBased/Script/Certificate/Type.hs;.reference-haskell-cardano-node/deps/cardano-cli/cardano-cli/src/Cardano/CLI/EraBased/Script/Mint/Type.hs;.reference-haskell-cardano-node/deps/cardano-cli/cardano-cli/src/Cardano/CLI/EraBased/Script/Proposal/Type.hs...	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/plutus/src/types/default_builtins.rs	default_builtins|builtins	builtins	.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/examples/PlutusCore/Examples/Builtins.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Default/Builtins.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-ir/src/PlutusIR/Analysis/Builtins.hs...	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/plutus/src/types.rs	types	types	.reference-haskell-cardano-node/bench/cardano-profile/src/Cardano/Benchmarking/Profile/Types.hs;.reference-haskell-cardano-node/bench/cardano-recon-framework/src/Cardano/ReCon/Common/Types.hs;.reference-haskell-cardano-node/bench/cardano-timeseries-io/src/Cardano/Timeseries/Component/Types.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/storage/src/chain_db.rs	chain_db|db	chain_db	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Tracing/Tracers/ChainDB.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus/src/ouroboros-consensus/Ouroboros/Consensus/Storage/ChainDB.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus/src/unstable-consensus-testlib/Test/Util/ChainDB.hs...	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/storage/src/error.rs	error	error	.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Crypto/BLS12_381/Error.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Error.hs;.reference-haskell-cardano-node/deps/plutus/plutus-core/plutus-core/src/PlutusCore/Evaluation/Error.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/storage/src/file_immutable.rs	file_immutable|immutable	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/storage/src/file_ledger.rs	file_ledger|ledger	ledger	.reference-haskell-cardano-node/deps/cardano-ledger/eras/allegra/impl/src/Cardano/Ledger/Allegra/Rules/Ledger.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/alonzo/impl/src/Cardano/Ledger/Alonzo/Rules/Ledger.hs;.reference-haskell-cardano-node/deps/cardano-ledger/eras/babbage/impl/src/Cardano/Ledger/Babbage/Rules/Ledger.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/storage/src/file_volatile.rs	file_volatile|volatile	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/storage/src/immutable_db.rs	immutable_db|db	immutable_db	.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus/src/ouroboros-consensus/Ouroboros/Consensus/Storage/ImmutableDB.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus/test/storage-test/Test/Ouroboros/Storage/ImmutableDB.hs	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/storage/src/ledger_db.rs	ledger_db|db	ledger_db	.reference-haskell-cardano-node/cardano-node/src/Cardano/Node/Configuration/LedgerDB.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus/src/ouroboros-consensus/Ouroboros/Consensus/Storage/LedgerDB.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus/test/storage-test/Test/Ouroboros/Storage/LedgerDB.hs	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/storage/src/ocert_sidecar.rs	ocert_sidecar|sidecar	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/storage/src/volatile_db.rs	volatile_db|db	volatile_db	.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus/src/ouroboros-consensus/Ouroboros/Consensus/Storage/VolatileDB.hs;.reference-haskell-cardano-node/deps/ouroboros-consensus/ouroboros-consensus/test/storage-test/Test/Ouroboros/Storage/VolatileDB.hs	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/telemetry/src/haskell_json.rs	haskell_json|json	json	.reference-haskell-cardano-node/bench/locli/src/Cardano/JSON.hs;.reference-haskell-cardano-node/cardano-node/test/Test/Cardano/Node/Json.hs;.reference-haskell-cardano-node/deps/cardano-cli/cardano-cli/test/cardano-cli-test/Test/Cli/Json.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/telemetry/src/otlp.rs	otlp	-	-	yes(strict-none)	no_candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
crates/tools/bech32/src/internal.rs	internal	internal	.reference-haskell-cardano-node/deps/bech32/bech32/src/Codec/Binary/Bech32/Internal.hs;.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/src/Cardano/Crypto/DSIGN/BLS12381/Internal.hs;.reference-haskell-cardano-node/deps/cardano-base/cardano-crypto-class/src/Cardano/Crypto/EllipticCurve/BLS12_381/Internal.hs...	yes(strict-mirror)	candidate_match	(a) DIRECT_MIRROR (auto: docstring declares strict mirror)	verified at audit time; `## Naming parity` block names the upstream `.hs`
crates/tools/bech32/src/parser.rs	parser	parser	.reference-haskell-cardano-node/bench/cardano-recon-framework/src/Cardano/ReCon/Common/Parser.hs;.reference-haskell-cardano-node/bench/cardano-recon-framework/src/Cardano/ReCon/Integer/Polynomial/Parser.hs;.reference-haskell-cardano-node/bench/cardano-recon-framework/src/Cardano/ReCon/LTL/Formula/Parser.hs...	yes(strict-none)	candidate_match	(c) NO_MIRROR_NEEDS_DOCSTRING (auto: docstring present (strict-none))	verified at audit time; `## Naming parity` block declares synthesis story
